filename,title,year,manufacturer,rpi2,rpi3,bios,notes
blkdrgnb,Black Dragon ,1987,bootleg,untested,ok,,
blkdrgon,Black Dragon,1987,Capcom,untested,ok,,
blkhearj,Black Heart ,1991,UPL,untested,has issues,,no sound
blkheart,Black Heart,1991,UPL,untested,has issues,,no sound
blkhole,Black Hole,1981,TDS,untested,ok,,
blkpnthr,Black Panther,1987,Konami,untested,doesn't work,,
blktiger,Black Tiger,1987,Capcom,ok,ok,,
blmbycar,Blomby Car,1994,ABM & Gecas,untested,ok,,
blmbycau,Blomby Car ,1994,ABM & Gecas,untested,untested,,
block,Block Block ,1991,Capcom,untested,ok,,
blocka,Block Block ,1991,Capcom,untested,ok,,
blockade,Blockade,1976,Gremlin,untested,has issues,,inaccurate sound emulation pi3
blockbl,Block Block ,1991,bootleg,untested,untested,,
blockcar,Block Carnival ,1992,Visco,untested,ok,,
blocken,Blocken ,1994,KID,untested,ok,,
blockgal,Block Gal,1987,Sega,doesn't work,doesn't work,,game_not_working
blockhl,Block Hole,1989,Konami,untested,ok,,
blockj,Block Block ,1991,Capcom,untested,ok,,
blockout,Block Out ,1989,Technos + California Dreams,ok,ok,,
bloodbro,Blood Bros.,1990,Tad,untested,ok,,
bloods11,Blood Storm ,1994,Strata,untested,ok,,
bloods21,Blood Storm ,1994,Strata,untested,ok,,
bloods22,Blood Storm ,1994,Strata,untested,ok,,
bloodstm,Blood Storm ,1994,Strata,untested,ok,,
bloodwar,Blood Warrior,1994,Kaneko,doesn't work,has issues,,game_not_workinga
bloxeed,Bloxeed,1990,Sega,doesn't work,doesn't work,,game_not_working
bloxeedc,Bloxeed ,1989,Sega,untested,ok,,
blsthead,Blasteroids ,1987,Atari Games,untested,ok,,
blstroi2,Blasteroids ,1987,Atari Games,untested,ok,,
blstroi3,Blasteroids ,1987,Atari Games,untested,untested,,
blstroid,Blasteroids ,1987,Atari Games,ok,ok,,
blstroig,Blasteroids ,1987,Atari Games,untested,untested,,
blswhstl,Bells & Whistles ,1991,Konami,untested,ok,,
bluehawk,Blue Hawk,1993,Dooyong,untested,has issues,,
bluehawn,Blue Hawk ,1993,Dooyong,untested,ok,,
blueprnj,Blue Print ,1982,Zilec Electronics Jaleco,untested,ok,,
blueprnt,Blue Print ,1982,Zilec Electronics Bally Midway,untested,ok,,
blueshrk,Blue Shark,1978,Midway,untested,has issues,,inaccurate sound emulation pi3
blzntrnd,Blazing Tornado,1994,Human Amusement,untested,has issues,,"""video not 100% accurate"", game seems to run fine"
bm1stmix,beatmania ,1997,Konami,untested,ok,,needs chd file. works fine but takes a long time to load.
bm2ndmix,beatmania 2nd MIX ,1998,Konami,untested,ok,,needs chd file. works fine but takes a long time to load.
bm2ndmxa,beatmania 2nd MIX ,1998,Konami,untested,ok,,needs chd file. works fine but takes a long time to load.
bm4thmix,beatmania 4th MIX ,1999,Konami,untested,ok,,needs chd file. works fine but takes a long time to load.
bmaster,Blade Master ,1991,Irem,ok,ok,,superpac
bmcompmx,beatmania complete MIX ,1999,Konami,untested,untested,,
bmcorerm,beatmania CORE REMIX ,2000,Konami,untested,doesn't work,,
bmdct,beatmania f. Dreams Come True ,2000,Konami,untested,untested,,galaga88
bnglngby,Vs. Raid on Bungeling Bay ,1985,Nintendo,untested,ok,,
bnj,Bump 'n' Jump,1982,Data East USA,ok,ok,,
bnzabros,Bonanza Bros,1990,Sega,has issues,ok,,
boblbobl,Bobble Bobble,1986,bootleg,untested,ok,,
bodyslam,Body Slam,1986,Sega,untested,ok,,
bogeyman,Bogey Manor,,Technos Japan,untested,ok,,
boggy84,Boggy '84,1983,bootleg,untested,ok,,
bombbee,Bomb Bee,1979,Namco,untested,ok,,
bombjac2,Bomb Jack ,1984,Tehkan,untested,ok,,
bombjack,Bomb Jack ,1984,Tehkan,ok,ok,,
bombrman,Bomberman ,1992,Irem,untested,ok,,
bonkadv,Bonks Adventure,1994,Kaneko,doesn't work,doesn't work,,game_not_working
bonzeadu,Bonze Adventure ,1988,Taito America Corporation,untested,ok,,
bonzeadv,Bonze Adventure ,1988,Taito Corporation Japan,untested,ok,,
boomrang,Boomer Rang'r ,1983,Data East Corporation,untested,ok,,
bootcamp,Boot Camp,1987,Konami,untested,ok,,
boothill,Boot Hill,1977,Midway,untested,ok,,
borench,Borench,1990,Sega,untested,ok,,
bosco,Bosconian ,1981,Namco,ok,ok,,
boscomd,Bosconian ,1981,Namco,untested,ok,,
boscomdo,Bosconian ,1981,Namco,untested,ok,,
boscoo,Bosconian ,1981,Namco,untested,ok,,
boscoo2,Bosconian ,1981,Namco,untested,ok,,
bottom9,Bottom of the Ninth ,1989,Konami,untested,ok,,
bottom9n,Bottom of the Ninth ,1989,Konami,untested,ok,,
bouldash,Boulder Dash ,1990,Data East Corporation,untested,ok,,
bouldshj,Boulder Dash ,1990,Data East Corporation,untested,ok,,
bounty,The Bounty,1982,Orca,untested,ok,,
bowler,4 Player Bowling Alley,1978,Midway,untested,doesn't work,,no sound and can't play game pi3
bowlrama,Bowl-O-Rama,1991,P&P Marketing,untested,has issues,,Three boots: 1. Perfect 2. Stuck on ROM check 3. Froze RPi3
boxer,Boxer ,1978,Atari,untested,has issues,,no sound pi3
boxingb,Boxing Bugs,1981,Cinematronics,untested,has issues,,"no sound, inaccurate colors"
boxyboy,Boxy Boy ,1990,Namco,untested,ok,,
bradley,Bradley Trainer,1980,Atari,untested,doesn't work,,can't start game pi3
brain,Brain,1986,Coreland,untested,ok,,
brapboys,B.Rap Boys,1992,Kaneko,doesn't work,doesn't work,,game_not_working - use MAME2003 plus
brdrlinb,Borderline ,1981,bootleg,untested,has issues,,no sound pi3
breakers,Breakers,1996,Visco,untested,ok,neogeo,
breakrev,Breakers Revenge,1998,Visco,untested,ok,,
breywood,Breywood ,1986,Data East Corporation,untested,ok,,
brickyrd,Brickyard,1976,RamTek,untested,has issues,,no sound pi3
brickzn,Brick Zone ,1992,SunA,doesn't work,has issues,,game_not_working
brickzn3,Brick Zone ,1992,SunA,doesn't work,doesn't work,,game_not_working
brival,Burning Rival ,1992,Sega,untested,has issues,,slow
brix,Brix,1982,Cinematronics + Advanced Microcomputer Systems,untested,ok,,
brkthru,Break Thru ,1986,Data East USA,untested,ok,,
brkthruj,Kyohkoh-Toppa ,1986,Data East Corporation,untested,ok,,
brubber,Burnin' Rubber,1982,Data East,untested,ok,,
brutforc,Brute Force,1991,Leland Corp.,ok,ok,,
brvblade,Brave Blade ,2000,Eighting,doesn't work,doesn't work,,game_not_working
bshark,Battle Shark ,1989,Taito America Corporation,has issues,has issues,,game not displaying properly
bsharkj,Battle Shark ,1989,Taito Corporation,untested,has issues,,The screen is flipped horizontally
bsktball,Basketball,1979,Atari,untested,ok,,
bssoccer,Back Street Soccer,1996,SunA,untested,ok,,
bstars,Baseball Stars Professional,1990,SNK,untested,ok,neogeo,
bstars2,Baseball Stars 2,1992,SNK,untested,ok,neogeo,
btime,Burger Time ,1982,Data East Corporation,ok,ok,,
btime2,Burger Time ,1982,Data East Corporation,untested,ok,,seems to speed up in places(?)
btimem,Burger Time ,1982,Data East,untested,ok,,
btlecity,Vs. Battle City,1985,Namco,untested,ok,,
btlfield,Battle Field ,1987,Alpha Denshi Co.,untested,ok,,
btlkroad,Battle K-Road,1994,Psikyo,untested,has issues,,some slowdown on pi3
btoads,Battle Toads,1994,Rare,ok,ok,,"default dipswitches are for 1 coin slot (only player 1 can insert coins), and 2 player. You can use the TAB MAME menu to change dipswitches to turn 'common coin mech' OFF and 3 player mode ON. Saves not supported."
bubblem,Bubble Memories - The Story Of Bubble Bobble 3 ,1995,Taito Corporation Japan,doesn't work,has issues,,Press F2 and reset the data
bubblemj,Bubble Memories - The Story Of Bubble Bobble 3 ,1995,Taito Corporation,doesn't work,doesn't work,,
bubbles,Bubbles,1982,Williams,doesn't work,ok,,"on Rpi2 shows a screen with ""restored factory settings"", and does nothing"
bubblesp,Bubbles ,1982,Williams,untested,doesn't work,,
bubblesr,Bubbles ,1982,Williams,untested,doesn't work,,
bubbobr1,Bubble Bobble ,1986,Taito America Corporation,doesn't work,doesn't work,,
bubl2000,Bubble 2000,1998,Tuning,ok,ok,,
bublbob2,Bubble Bobble 2 ,1994,Taito Corporation Japan,has issues,has issues,,"some slowdown on pi3, choppy sound"
bublbobl,Bubble Bobble,1986,Taito Corporation,doesn't work,doesn't work,,
bublbobr,Bubble Bobble ,1986,Taito America Corporation,untested,doesn't work,,
bubsympe,Bubble Symphony ,1994,Taito Corporation Japan,untested,has issues,,
bubsymph,Bubble Symphony ,1994,Taito Corporation,untested,has issues,,
bubsympu,Bubble Symphony ,1994,Taito America Corporation,untested,has issues,,
buckrog,Buck Rogers: Planet of Zoom,1982,Sega,untested,ok,,plays perfectly but needs MAME sound samples for audio
buckrogn,Buck Rogers: Planet of Zoom ,1982,Sega,untested,has issues,,
bucky,Bucky O'Hare ,1992,Konami,ok,ok,,
buckyua,Bucky O'Hare ,1992,Konami,untested,doesn't work,,does not leave test mode 'ROM N2 BAD'
buggychl,Buggy Challenge,1984,Taito Corporation,untested,has issues,,choppy audio
buggycht,Buggy Challenge ,1984,Taito Corporation,untested,has issues,,
bullfgt,Bullfight,1984,Coreland,untested,ok,,
bullfgtr,Bull Fighter,1984,Alpha Denshi Co.,untested,ok,,
buraiken,Hissatsu Buraiken ,1987,Capcom,untested,ok,,
burglarx,Burglar X,1997,Unico,untested,ok,,
burnforc,Burning Force ,1989,Namco,untested,ok,,
burningf,Burning Fight ,1991,SNK,untested,ok,neogeo,
burningh,Burning Fight ,1991,SNK,untested,ok,,
butasan,Butasan ,1987,NMK,untested,ok,,
bwcasino,Boardwalk Casino,1983,Epos Corporation,untested,ok,,
bwidow,Black Widow,1982,Atari,untested,ok,,
bwing,B-Wings ,1984,Data East Corporation,untested,ok,,
bwings,Battle Wings,1984,Data East Corporation,untested,ok,,
bzone,Battle Zone ,1980,Atari,has issues,has issues,,"Game automatically pauses and enders service mode when start is pressed. enter MAME menu and key those buttons to the controller for this game, then press them when the game starts. Since this, I have had no issues."
bzone2,Battle Zone ,1980,Atari,untested,has issues,,See set 1
bzonec,Battle Zone ,1980,Atari,untested,has issues,,See set 1
cabal,Cabal ,1988,Tad,ok,has issues,,"On Pi3, music bug, but we can roll (edit : but FBA version fully working!)"
cabal2,Cabal ,1988,Tad,ok,doesn't work,, 
cabalbl,Cabal ,1988,bootleg,untested,ok,,impossible to roll
cabaret,Cabaret,,IGS,doesn't work,doesn't work,,game_not_working
cachat,Cachat ,1993,Taito Corporation,untested,ok,,
cadash,Cadash ,1989,Taito Corporation Japan,ok,ok,,
cadashf,Cadash ,1989,Taito Corporation Japan,untested,ok,,
cadashi,Cadash ,1989,Taito Corporation Japan,untested,ok,,
cadashj,Cadash ,1989,Taito Corporation,untested,ok,,
cadashu,Cadash ,1989,Taito America Corporation,untested,ok,,
cairblad,Change Air Blade ,1999,Sammy,untested,ok,,
calibr50,Caliber 50,1989,Athena,ok,has issues,,"Choppy sound, playable"
calipso,Calipso,1982,Stern,ok,ok,,
calspeed,California Speed,1998,Atari Games,untested,doesn't work,,Cannot get passed steering wheel test with keyboard or mouse
cameltrj,Cameltry ,1989,Taito Corporation,untested,ok,,
cameltry,Cameltry ,1989,Taito America Corporation,ok,ok,,
camltrua,Cameltry ,1989,Taito America Corporation,untested,ok,,
cannball,Cannon Ball,1995,Yun Sung,untested,ok,,
cannonb,Cannon Ball ,1985,Soft,untested,has issues,,
canyon,Canyon Bomber,1977,Atari,untested,ok,,
canyonp,Canyon Bomber ,1977,Atari,untested,ok,,
capbowl,Capcom Bowling ,1988,Incredible Technologies,ok,ok,,
capbowl2,Capcom Bowling ,1988,Incredible Technologies,untested,ok,,
capitol,Capitol,1981,Universal Video Spiel,untested,has issues,,inaccurate colours pi3
captaven,Captain America and The Avengers ,1991,Data East Corporation,ok,ok,,works on pi3
captavna,Captain America and The Avengers ,1991,Data East Corporation,untested,doesn't work,,
captavne,Captain America and The Avengers ,1991,Data East Corporation,untested,doesn't work,,
captavnj,Captain America and The Avengers ,1991,Data East Corporation,untested,ok,,
captavnu,Captain America and The Avengers ,1991,Data East Corporation,ok,ok,,
captavuu,Captain America and The Avengers ,1991,Data East Corporation,untested,ok,,
captcomj,Captain Commando ,1991,Capcom,untested,ok,,
captcomm,Captain Commando ,1991,Capcom,ok,ok,,
captcomu,Captain Commando ,1991,Capcom,untested,ok,,
caractn,Car Action,1982,bootleg,untested,ok,,
carjmbre,Car Jamboree,1983,Omori Electric Co.,untested,ok,,
carnevil,CarnEvil,1998,Midway Games,untested,has issues,,"requires CHD but loads and runs very, very slowly and in 1/4 screen"
carnival,Carnival ,1980,Sega,ok,ok,,
carnvckt,Carnival ,1980,Sega,untested,ok,,
carpolo,Car Polo,1977,Exidy,untested,has issues,,no sound pi3
castfant,Cassette: Astro Fantasia,1981,DECO,untested,has issues,,counts down then you must press start button
catapult,Catapult,1982,Epos Corporation,doesn't work,doesn't work,,game_not_working
catch22,Catch-22 ,1985,Exidy,untested,has issues,,
cavelon,Cavelon,1983,Jetsoft,ok,ok,,
cavenger,Cosmic Avenger,1981,Universal,untested,ok,,
cawing,Carrier Air Wing ,1990,Capcom,has issues,has issues,,Crash in 1st stage / needs further testing
cawingj,U.S. Navy ,1990,Capcom,untested,ok,,
cawingu,Carrier Air Wing ,1990,Capcom,untested,ok,,
cbasebal,Capcom Baseball ,1989,Capcom,untested,ok,,
cbdash,Cassette: Boulder Dash,1985,DECO,untested,doesn't work,,virtua
cbnj,Cassette: Bump N Jump,1982,DECO,untested,has issues,,
cbtime,Cassette: Burger Time,1983,DECO,untested,has issues,,counts down then you must press start button
cburnrb2,Cassette: Burnin' Rubber ,1982,DECO,untested,has issues,,
cburnrub,Cassette: Burnin' Rubber ,1982,DECO,untested,has issues,,
cbuster,Crude Buster ,1990,Data East Corporation,ok,ok,,
cbusterj,Crude Buster ,1990,Data East Corporation,untested,ok,,
cbusterw,Crude Buster ,1990,Data East Corporation,untested,ok,,
ccasino,Chinese Casino ,1987,V-System Co.,untested,ok,,
ccastle2,Crystal Castles ,1983,Atari,untested,ok,,
ccastle3,Crystal Castles ,1983,Atari,untested,ok,,
ccastles,Crystal Castles ,1983,Atari,ok,ok,,
ccboot,Crazy Climber ,1980,bootleg,untested,ok,,
ccboot2,Crazy Climber ,1980,bootleg,untested,has issues,,
cchasm,Cosmic Chasm ,1983,Cinematronics,untested,has issues,,Can not get controls to work. Nothing happens when game starts.
cchasm1,Cosmic Chasm ,1983,Cinematronics,untested,has issues,,
cclimber,Crazy Climber ,1980,Nichibutsu,ok,ok,,
cclimbr2,Crazy Climber 2 ,1988,Nichibutsu,untested,ok,,
cclimbrj,Crazy Climber ,1980,Nichibutsu,untested,ok,,
cdiscon1,Cassette: Disco No.1,1982,DECO,untested,has issues,,counts down then you must press start button
centipb2,Centipede ,1980,bootleg,untested,ok,,
centipd2,Centipede ,1980,Atari,untested,ok,,
centipdb,Centipede ,1980,bootleg,untested,ok,,
centiped,Centipede ,1980,Atari,has issues,has issues,,pointer/mouse/trackball/analog support
centtime,Centipede ,1980,Atari,untested,ok,,
cerberus,Cerberus,1985,Cinematronics,untested,ok,,
cexplore,Cassette: Explorer,1982,DECO,doesn't work,doesn't work,,counts down before starting
cfghtice,Cassette: Fighting Ice Hockey,1984,DECO,doesn't work,doesn't work,,
cflyball,Cassette: Flying Ball?,1985,DECO,doesn't work,doesn't work,,game_not_working
cgangpzj,Cosmo Gang the Puzzle ,1992,Namco,untested,has issues,,
cgangpzl,Cosmo Gang the Puzzle ,1992,Namco,untested,has issues,,must be started twice
cgraplop,Cassette: Graplop ,1983,DECO,untested,has issues,,counts down before starting
cgraplp2,Cassette: Graplop ,1983,DECO,doesn't work,doesn't work,,game_not_working
chaknpop,Chack'n Pop,1983,Taito Corporation,untested,ok,,
challeng,Challenger,1981,GamePlan,untested,ok,,
chameleo,Chameleon,1983,Jaleco,untested,ok,,
champbas,Champion Baseball,1983,Sega,untested,ok,,
champbb2,Champion Baseball II,1983,Sega,doesn't work,doesn't work,,game_not_working
champbbj,Champion Baseball ,1983,Alpha Denshi Co.,doesn't work,doesn't work,,game_not_working
champbja,Champion Baseball ,1983,Alpha Denshi Co.,doesn't work,doesn't work,,game_not_working
champwr,Champion Wrestler ,1989,Taito Corporation Japan,ok,ok,,
champwrj,Champion Wrestler ,1989,Taito Corporation,untested,ok,,
champwru,Champion Wrestler ,1989,Taito America Corporation,untested,ok,,
changes,Changes,1982,Orca,untested,ok,,
chasehq,Chase H.Q. ,1988,Taito Corporation Japan,ok,ok,,
chasehqj,Chase H.Q. ,1988,Taito Corporation,untested,ok,,
chboxing,Champion Boxing,1984,Sega,untested,ok,,
checkmaj,Check Man ,1982,Jaleco,untested,ok,,
checkman,Check Man,1982,Zilec-Zenitone,untested,has issues,,can't move rows pi3
checkmat,Checkmate,1977,Midway,has issues,has issues,,no sound pi3
cheekyms,Cheeky Mouse,,Universal,untested,has issues,,inaccurate sound emulation and colours pi3
cheesech,Cheese Chase,1994,Art & Magic,untested,ok,,
chelnov,Chelnov - Atomic Runner ,1988,Data East Corporation,untested,ok,,
chelnovj,Chelnov - Atomic Runner ,1988,Data East Corporation,untested,ok,,
chelnovu,Chelnov - Atomic Runner ,1988,Data East USA,untested,ok,,
cheyenne,Cheyenne ,1984,Exidy,untested,ok,,
chikij,Chiki Chiki Boys ,1990,Capcom,ok,ok,,
chiller,Chiller ,1986,Exidy,untested,ok,,
chimerab,Chimera Beast ,1993,Jaleco,untested,ok,,
chinagat,China Gate ,1988,Technos,untested,ok,,
chinatwn,China Town ,1991,Data East Corporation,untested,ok,,
chindrag,China Dragon ,1994,IGS,doesn't work,doesn't work,,game_not_working
chinher2,Chinese Hero ,1984,Taiyo,untested,ok,,
chinhero,Chinese Hero,1984,Taiyo,ok,ok,,
chinmoku,Mahjong Chinmoku no Hentai ,1990,Nichibutsu,untested,ok,,
chopper,Chopper I ,1988,SNK,ok,ok,,
choppera,Chopper I ,1988,SNK,untested,ok,,
chopperb,Chopper I ,1988,SNK,untested,ok,,
chplft,Choplifter,1985,Sega,doesn't work,doesn't work,,"Use chplftbl instead (resets with every coin insert, freezes up)"
chplftb,Choplifter ,1985,Sega,untested,doesn't work,,
chplftbl,Choplifter ,1985,bootleg,doesn't work,ok,,
chqflag,Chequered Flag,1988,Konami,ok,ok,,
chqflagj,Chequered Flag ,1988,Konami,untested,has issues,,
chukatai,Chuka Taisen ,1988,Taito Corporation Japan,untested,ok,,
chukataj,Chuka Taisen ,1988,Taito Corporation,untested,ok,,
chukatau,Chuka Taisen ,1988,Taito America Corporation,untested,ok,,
chwrestl,Champion Pro Wrestling,1985,Sega,untested,ok,,
chwy,Cassette: Highway Chase?,1985,DECO,doesn't work,doesn't work,,game_not_working
circus,Circus,1977,Exidy,untested,ok,,
circusc,Circus Charlie,1984,Konami,ok,ok,,
circusc2,Circus Charlie ,1984,Konami,untested,untested,,
circuscc,Circus Charlie ,1984,Konami,untested,ok,,
circusce,Circus Charlie ,1984,Konami,untested,ok,,
cischeat,Cisco Heat,1990,Jaleco,untested,doesn't work,,
citybmrj,City Bomber ,1987,Konami,untested,ok,,
citybomb,City Bomber ,1987,Konami,untested,ok,,
citycon,City Connection ,1985,Jaleco,ok,ok,,
citycona,City Connection ,1985,Jaleco,untested,ok,,
citylove,City Love ,1986,Nichibutsu,untested,ok,,
ckong,Crazy Kong ,1981,Falcon,untested,ok,,
ckonga,Crazy Kong ,1981,Falcon,untested,ok,,
ckongalc,Crazy Kong ,1981,bootleg,untested,ok,,
ckongjeu,Crazy Kong ,1981,bootleg,untested,ok,,
ckongo,Crazy Kong ,1981,bootleg,untested,ok,,
ckongs,Crazy Kong ,1981,bootleg,untested,has issues,,
clapapa,Cassette: Rootin' Tootin' ,1983,DECO,untested,has issues,,counts down before starting
clapapa2,Cassette: Rootin' Tootin',1983,DECO,untested,has issues,,counts down before starting
claypign,Clay Pigeon ,1986,Exidy,ok,ok,,
clayshoo,Clay Shoot,1979,Allied Leisure,untested,has issues,,no sound pi3
clbowl,Coors Light Bowling,1989,Incredible Technologies,untested,ok,,
cleopatr,Cleopatra Fortune ,1996,Taito Corporation,untested,has issues,,slow and choppy
cloak,Cloak & Dagger ,1983,Atari,untested,ok,,Right analog stick can be used for directional fire
cloakfr,Cloak & Dagger ,1983,Atari,untested,ok,,Right analog stick can be used for directional fire
cloakgr,Cloak & Dagger ,1983,Atari,untested,ok,,Right analog stick can be used for directional fire
cloaksp,Cloak & Dagger ,1983,Atari,untested,ok,,Right analog stick can be used for directional fire
clocknch,Cassette: Lock'n'Chase,1981,DECO,doesn't work,has issues,,counts down before starting
cloud9,Cloud 9 ,1983,Atari,untested,ok,,
clowns,Clowns ,1978,Midway,untested,has issues,,inaccurate sound emulation pi3
clowns1,Clowns ,1978,Midway,untested,has issues,,inaccurate sound emulation pi3
clshroad,Clash-Road,1986,Woodplace Inc.,untested,ok,,
cltchitr,Clutch Hitter,,Sega,doesn't work,doesn't work,,game_not_working
club90s,Mahjong CLUB 90's ,1990,Nichibutsu,untested,ok,,
club90sa,Mahjong CLUB 90's ,1990,Nichibutsu,untested,ok,,
cluckypo,Cassette: Lucky Poker,1981,DECO,doesn't work,has issues,,counts down before starting
cluclu,Vs. Clu Clu Land,1984,Nintendo,untested,ok,,
